Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive
"Serum,Sunday Riley,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 15ml,71,4.1,""Water , Dicaprylyl Carbonate , Glycerin , Cetearyl Alcohol , Cetearyl Olivate , Sorbitan Olivate , Sclerocarya Birrea Seed Oil , Bacillus/Soybean/ Folic Acid Ferment Extract"",1,0,1,1,0"
"Treatment,Neutrogena,Neutrogena Oil-Free Acne Wash 30ml,23,3.6,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil *."",0,1,1,1,0"
"Treatment,CeraVe,CeraVe PM Facial Moisturising Lotion 30ml,28,4.7,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid."",1,1,1,0,0"
"Treatment,Sunday Riley,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 56.7g,66,5.0,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",0,1,1,1,0"
"Treatment,COSRX,COSRX Oil-Free Ultra-Moisturizing Lotion 100ml,78,4.1,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin"",0,1,1,1,0"
"Serum,REN Clean Skincare,REN Clean Skincare Radiance Perfection Serum 30ml,65,3.8,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid."",1,1,1,1,0"
"Cleanser,Murad,Murad AHA/BHA Exfoliating Cleanser 30ml,58,4.5,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil"",1,1,1,0,0"
"Treatment,Avène,Avène Cicalfate+ Restorative Protective Cream 200ml,39,4.1,""Water,Dicaprylyl Carbonate,Glycerin,Cetearyl Alcohol,Cetearyl Olivate,Sorbitan Olivate,Sclerocarya Birrea Seed Oil,Bacillus/Soybean/ Folic Acid Ferment Extract"",1,1,1,1,0"
"Treatment,COSRX,COSRX Advanced Snail 96 Mucin Power Essence 125ml,15,4.8,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid. *."",1,1,1,0,0"
"Treatment,The Ordinary,The Ordinary Glycolic Acid 7% Toning Solution 20ml,31,4.8,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.*"",0,1,1,0,1"
"Serum,Skinceuticals C,Skinceuticals C E Ferulic Serum 125ml,12,5.0,""Water , Snail Secretion Filtrate , Phenyl Trimethicone , Dimethicone , Butylene Glycol , Butylene Glycol Dicaprylate/Dicaprate , Orbignya Oleifera Seed Oil"",0,1,1,1,1"
"Treatment,COSRX,COSRX Advanced Snail 96 Mucin Power Essence 100ml,101,3.6,""Water , Sodium Lauroyl Methyl Isethionate , Glycerin , Cocamidopropyl Betaine , Cocamidopropyl Hydroxysultaine , Sodium Methyl Oleoyl Taurate"",0,0,1,1,0"
"Treatment,Avène,Avène Antirougeurs Jour Redness Relief Cream 60ml,71,4.3,""Water , Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate* , Dimethicone , Propanediol , Glycerin"",1,1,1,0,0"
"Serum,Skinceuticals B5,Skinceuticals B5 Gel Hydrating Serum 150ml,63,4.9,""Water , Dicaprylyl Carbonate , Glycerin , Cetearyl Alcohol , Cetearyl Olivate , Sorbitan Olivate , Sclerocarya Birrea Seed Oil , Bacillus/Soybean/ Folic Acid Ferment Extract"",1,1,1,1,0"
Treatment,First Aid Beauty,First Aid Beauty Ultra Repair Cream 30ml,61,4.1,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil..,1,1,1,0,1
"Treatment,Neutrogena,Neutrogena Norwegian Formula Face Cream 20ml,103,4.3,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract."",1,1,1,0,0"
"Treatment,Sunday Riley,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 60ml,6,4.9,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil*"",1,0,1,1,1"
"Treatment,Sunday Riley,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 40ml,65,4.0,""Water , Snail Secretion Filtrate , Phenyl Trimethicone , Dimethicone , Butylene Glycol , Butylene Glycol Dicaprylate/Dicaprate , Orbignya Oleifera Seed Oil"",1,1,1,0,1"
Treatment,Murad,Murad Brightening Booster 50ml,53,3.6,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil*,1,1,1,0,1
Treatment,Avène,Avène Eau Thermale Spray 30ml,116,3.6,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,0,0,1,0,0
"Serum,Drunk Elephant,Drunk Elephant B-Hydra Intensive Hydration Serum 200ml,79,3.9,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil."",1,0,1,1,0"
Treatment,Avène,Avène Cicalfate+ Restorative Protective Cream 150ml,51,4.6,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil. *.,1,1,1,0,0
"Treatment,First Aid Beauty,First Aid Beauty Ultra Repair Firming Collagen Cream 30ml,31,4.1,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil."",1,0,1,0,0"
"Treatment,Bioderma,Bioderma Sensibio Light Soothing Cream 75ml,104,4.9,""Water , Sodium Lauroyl Methyl Isethionate , Glycerin , Cocamidopropyl Betaine , Cocamidopropyl Hydroxysultaine , Sodium Methyl Oleoyl Taurate"",0,1,1,0,1"
"Treatment,Kiehl's Clearly,Kiehl's Clearly Corrective Dark Spot Solution 200ml,109,3.8,""Water,Dicaprylyl Carbonate,Glycerin,Cetearyl Alcohol,Cetearyl Olivate,Sorbitan Olivate,Sclerocarya Birrea Seed Oil,Bacillus/Soybean/ Folic Acid Ferment Extract"",1,1,1,1,0"
"Moisturizer,First Aid Beauty,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 40ml,35,4.2,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract*"",0,1,1,0,0"
"Moisturizer,First Aid Beauty,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 30ml,87,4.6,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract"",1,1,1,0,1"
Treatment,Tatcha The,Tatcha The Silk Cream 125ml,101,4.3,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,1,1,0,1
"Serum,La Roche-Posay,La Roche-Posay Retinol B3 Serum 50ml,75,4.5,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract."",1,1,1,1,1"
"Eye Cream,REN Clean Skincare,REN Clean Skincare V-Cense Revitalising Eye Cream 100ml,88,4.9,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil."",1,1,1,0,0"
"Treatment,The Ordinary,The Ordinary Glycolic Acid 7% Toning Solution 30g,68,3.8,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil."",0,1,1,0,0"
"Treatment,Paula's Choice,Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant 20ml,100,4.2,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin*"",1,0,1,1,0"
"Treatment,The Ordinary,The Ordinary Natural Moisturising Factors + HA 50ml,94,4.4,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid. *."",1,1,1,1,0"
Treatment,Skinceuticals Metacell,Skinceuticals Metacell Renewal B3 56.7g,90,4.3,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil.,1,1,1,0,0
"Treatment,La Roche-Posay,La Roche-Posay Lipikar Balm AP+ 40ml,11,4.4,""Water , Sodium Lauroyl Methyl Isethionate , Glycerin , Cocamidopropyl Betaine , Cocamidopropyl Hydroxysultaine , Sodium Methyl Oleoyl Taurate"",1,0,1,1,0"
"Treatment,Neutrogena,Neutrogena Hydro Boost Eye Gel-Cream 15ml,14,5.0,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil"",1,1,1,0,1"
"Treatment,Clinique,Clinique Smart Night Custom-Repair Moisturiser 30g,7,3.9,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract *."",1,1,1,1,0"
"Moisturizer,Olay Vitamin,Olay Vitamin C + Peptide 24 Face Moisturizer 30ml,22,4.1,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal*"",1,0,1,0,0"
"Treatment,COSRX,COSRX Oil-Free Ultra-Moisturizing Lotion 75ml,70,4.5,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate*"",1,0,1,0,1"
"Treatment,Paula's Choice,Paula's Choice RESIST Anti-Aging Clear Skin Hydrator 150ml,30,3.8,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate*"",1,1,1,1,0"
"Treatment,COSRX,COSRX Ultimate Moisturizing Honey Overnight Mask 40ml,39,3.8,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal*"",1,1,1,1,0"
"Treatment,REN Clean Skincare,REN Clean Skincare Clean Screen Mineral SPF30 15ml,41,4.7,""Water,Glycerin,Caprylic/ Capric Triglyceride,Isopropyl Isostearate,Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",0,1,1,1,0"
"Treatment,First Aid Beauty,First Aid Beauty Ultra Repair Cream 30ml,4,4.9,""Water , Lactic Acid , Propanediol , Jojoba Esters , Glycolic Acid , Potassium Hydroxide , Salix Alba (Willow) Bark Extract"",1,0,1,1,0"
"Treatment,The Ordinary,The Ordinary AHA 30% + BHA 2% Peeling Solution 75ml,40,4.7,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,1,1,0,0"
"Treatment,Avène,Avène Cicalfate+ Restorative Protective Cream 100ml,30,3.5,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate."",1,1,0,0,1"
"Treatment,Murad,Murad Oil-Control Mattifier SPF45 150ml,67,3.8,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.."",1,0,1,1,0"
"Serum,Bioderma,Bioderma Pigmentbio C-Concentrate Brightening Serum 20ml,65,3.8,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal*"",1,1,1,0,0"
"Treatment,Bioderma,Bioderma Sensibio Light Soothing Cream 40ml,80,4.7,""Water,Glycerin,Caprylic/ Capric Triglyceride,Isopropyl Isostearate,Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,1,1,0,1"
"Treatment,Neutrogena,Neutrogena Norwegian Formula Face Cream 56.7g,15,4.5,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil."",1,1,1,1,1"
Eye Cream,Estée Lauder,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 150ml,49,4.2,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,0,0,1,1
"Treatment,Tatcha The,Tatcha The Essence Plump Skin Softener 125ml,77,4.1,""Water , Glycerin , Caprylic/ Capric Triglyceride , Isopropyl Isostearate , Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,1,1,0,1"
"Treatment,Murad,Murad Brightening Booster 200ml,76,4.2,""Water,Lactic Acid,Propanediol,Jojoba Esters,Glycolic Acid,Potassium Hydroxide,Salix Alba (Willow) Bark Extract"",1,0,1,1,0"
Serum,REN Clean Skincare,REN Clean Skincare Radiance Perfection Serum 50ml,90,4.3,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil *.,1,1,1,0,1
"Treatment,La Roche-Posay,La Roche-Posay Effaclar Mat Moisturiser 40ml,19,4.9,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",0,1,1,1,0"
"Treatment,Tatcha The,Tatcha The Water Cream 60ml,36,4.9,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",0,1,1,0,0"
"Treatment,Bioderma,Bioderma Sebium Pore Refiner 340g,69,4.6,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil *."",1,1,1,1,1"
"Treatment,COSRX,COSRX Balancium B5 Biome Comfort Cream 150ml,109,3.8,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.*"",1,1,0,0,1"
Treatment,Olay Luminous,Olay Luminous Whip Face Moisturiser 250ml,5,4.3,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil *.,0,1,1,1,1
Eye Cream,REN Clean Skincare,REN Clean Skincare V-Cense Revitalising Eye Cream 200ml,88,4.6,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil..,1,0,1,1,0
"Treatment,COSRX,COSRX AHA/BHA Clarifying Treatment Toner 100ml,101,5.0,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal *."",1,1,0,1,0"
Moisturizer,COSRX,COSRX AC Collection Lightweight Soothing Moisturizer 30g,76,4.2,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil. *.,1,0,1,0,1
"Treatment,Drunk Elephant,Drunk Elephant Lala Retro Whipped Cream 20ml,84,4.5,""Water,Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*,Dimethicone,Propanediol,Glycerin"",1,1,1,0,0"
"Treatment,Skinceuticals Triple,Skinceuticals Triple Lipid Restore 2:4:2 15ml,103,3.5,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil"",0,1,1,0,0"
"Serum,Sunday Riley,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 340g,88,3.7,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil *."",1,1,1,1,1"
"Cleanser,Estée Lauder,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 125ml,89,4.8,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract *."",1,0,1,1,1"
"Treatment,Avène,Avène Antirougeurs Jour Redness Relief Cream 30g,19,3.7,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil."",1,0,1,1,1"
"Treatment,Sunday Riley,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 340g,16,3.8,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,1,1,0,0"
"Moisturizer,Olay Vitamin,Olay Vitamin C + Peptide 24 Face Moisturizer 200ml,13,4.6,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil*"",1,0,1,0,0"
"Treatment,Avène,Avène Cicalfate+ Restorative Protective Cream 50ml,19,3.7,""Water , Sodium Lauroyl Methyl Isethionate , Glycerin , Cocamidopropyl Betaine , Cocamidopropyl Hydroxysultaine , Sodium Methyl Oleoyl Taurate"",0,1,1,0,1"
"Treatment,Neutrogena,Neutrogena Norwegian Formula Face Cream 60ml,66,3.8,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract *."",1,1,1,0,0"
"Serum,PIXI,Pixi Overnight Glow Serum 125ml,5,4.4,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin*"",1,1,1,1,0"
"Treatment,Bioderma,Bioderma Sebium Pore Refiner 100ml,27,3.7,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",1,0,0,1,0"
"Treatment,Avène,Avène Hydrance Rich Rehydrating Cream 125ml,24,4.2,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.*"",1,1,1,0,0"
"Treatment,Murad,Murad Brightening Booster 30ml,44,4.7,""Water,Lactic Acid,Propanediol,Jojoba Esters,Glycolic Acid,Potassium Hydroxide,Salix Alba (Willow) Bark Extract"",1,0,0,0,1"
"Moisturizer,First Aid Beauty,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 30g,38,4.9,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal."",1,1,0,0,1"
Serum,The Ordinary,The Ordinary Buffet Multi-Technology Peptide Serum 150ml,117,4.8,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil..,1,1,1,1,1
Cleanser,Estée Lauder,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 250ml,30,4.6,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,1,1,0,0
"Treatment,Sunday Riley,Sunday Riley Saturn Sulfur Acne Treatment Mask 56.7g,110,4.8,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,1,1,0,1"
"Serum,Skinceuticals C,Skinceuticals C E Ferulic Serum 250ml,95,5.0,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,0,1,0,1"
"Serum,Estée Lauder,Estée Lauder Advanced Night Repair Serum 75ml,118,4.3,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract"",1,0,1,1,1"
"Treatment,PIXI,Pixi Rose Ceramide Cream 200ml,102,4.2,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal *."",0,0,1,1,0"
"Serum,Drunk Elephant,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 125ml,6,4.3,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract"",0,1,1,0,1"
"Treatment,Murad,Murad Rapid Resurgence Eye Lift 150ml,92,3.7,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",1,0,1,0,1"
"Moisturizer,Estée Lauder,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 250ml,116,4.3,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil *."",1,1,1,0,1"
Treatment,Sunday Riley,Sunday Riley UFO Ultra-Clarifying Face Oil 75ml,30,3.5,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil.,1,0,1,1,0
Treatment,Bioderma,Bioderma Nodé Detox Shampoo 75ml,61,3.8,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil. *.,1,1,1,1,1
"Treatment,Avène,Avène Hydrance Rich Rehydrating Cream 56.7g,14,3.6,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract"",1,0,0,0,0"
"Treatment,The Ordinary,The Ordinary Natural Moisturising Factors + HA 50ml,11,4.5,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract"",1,0,1,1,0"
"Treatment,PIXI,Pixi Rose Ceramide Cream 50ml,49,4.2,""Water,Sodium Lauroyl Methyl Isethionate,Glycerin,Cocamidopropyl Betaine,Cocamidopropyl Hydroxysultaine,Sodium Methyl Oleoyl Taurate"",0,0,1,0,0"
"Eye Cream,Estée Lauder,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 75ml,107,4.7,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.*"",1,0,1,1,0"
"Treatment,CeraVe,CeraVe Eye Repair Cream 75ml,22,4.0,""Water , Sodium Lauroyl Methyl Isethionate , Glycerin , Cocamidopropyl Betaine , Cocamidopropyl Hydroxysultaine , Sodium Methyl Oleoyl Taurate"",1,1,1,1,0"
"Serum,PIXI,Pixi Overnight Glow Serum 30ml,75,4.0,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin."",0,1,0,0,0"
"Treatment,Bioderma,Bioderma Sebium Pore Refiner 150ml,60,4.4,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin"",1,1,1,1,1"
"Moisturizer,First Aid Beauty,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 40ml,46,4.7,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract *."",1,0,1,1,0"
"Treatment,COSRX,COSRX Full Fit Propolis Light Cream 100ml,77,4.4,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal*"",1,1,1,1,0"
"Treatment,Neutrogena,Neutrogena Hydro Boost Eye Gel-Cream 50ml,28,4.6,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil*"",0,0,1,1,0"
